RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,rdf:type bf:Work .,rdf:type=<http://id.loc.gov/ontologies/bibframe/Work>
has content type RDA 6.9,http://rdaregistry.info/Elements/e/P20001,"bf:content <P20001value> .
# with literal value
bf:content [ a bf:Content ;
   rdfs:label ""P20001value"" ] .
","content*
or
content >> Content > rdfs:label"
has identifier for expression RDA 6.13,http://rdaregistry.info/Elements/e/P20002,"
bf:identifiedBy <P20002value> .
# with literal value:
bf:identifiedBy [ a bf:Identifier ;
   rdf:value ""P20002value"" ] .
# with literal value and source:
bf:identifiedBy [ a bf:Identifier ;
   rdf:value ""P20002value"" ;
   bf:source [ a bf:Source ;
      rdfs:label ""source name"" ] .
# note: with literal value:
    #if possible type the bf:Identifier node as a subclass of bf:Identifier","identifiedBy*
or
identifiedBy >> Identifier > rdf:value
or
identifiedBy >> Identifier > rdf:value > source >> Source > rdfs:label
or
identifiedBy >> Identifier.subclass > rdf:value"
has other distinguishing characteristic of expression RDA 6.12,http://rdaregistry.info/Elements/e/P20003,"bf:note [ a bf:Note ;
   rdfs:label ""P20003value"" ;
   bf:noteType ""other distinguishing characteristic of expression"" ] .","note >> Note > rdfs:label > noteType=""other distinguishing characteristic of expression"""
has date of capture RDA 7.11.3,http://rdaregistry.info/Elements/e/P20004,"bf:capture <P20004> .
# note: with literal value:
bf:capture [ a bf:Capture ;
   rdf:value ""P20004value"" ] .","capture*
or
capture >> Capture > rdf:value"
has award RDA 7.28,http://rdaregistry.info/Elements/e/P20005,"bf:awards ""P20005value"" .",awards
has language of expression RDA 6.11,http://rdaregistry.info/Elements/e/P20006,"bf:language <P20006value> .
# with literal value
bf:language [ a bf:Language ;
   rdfs:label ""P20006value"" ] .","language*
or
language >> Language > rdfs:label"
is adapted as motion picture expression RDA 24.5,http://rdaregistry.info/Elements/e/P20009,"bf:hasDerivative <P20009value> .
# with literal value
bf:hasDerivative [ a bf:Work ;
    rdfs:label ""P20009value"" ] .","hasDerivative*
or
hasDerivative >> Work > rdfs:label"
has note on changes in content characteristics RDA 7.29.2,http://rdaregistry.info/Elements/e/P20010,"bf:note [ a bf:Note ;
   rdfs:label ""P20010value"" ;
   bf:noteType ""note on changes in content characteristics"" ] .","note >> Note > rdfs:label > noteType=""note on changes in content characteristics"""
has conductor agent RDA 18.5,http://rdaregistry.info/Elements/e/P20011,"bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/cnd> ] ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20011value"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:role <http://id.loc.gov/vocabulary/relators/cnd>
   bf:agent <P20011value> ] .","contribution >> Contribution > role=<http://id.loc.gov/vocabulary/relators/cnd> > agent >> Agent > rdfs:label
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cnd>"
has actor agent RDA 18.5,http://rdaregistry.info/Elements/e/P20012,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20012value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/act> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20012value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/act> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/act>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/act>"
has onscreen presenter agent RDA 18.5,http://rdaregistry.info/Elements/e/P20013,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20013value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/osp> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20013value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/osp> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/osp>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/osp>"
has dancer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20014,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20014value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/dnc> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20014value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/dnc> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/dnc>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/dnc>"
has instructor agent RDA 18.5,http://rdaregistry.info/Elements/e/P20015,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20015value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/tch> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20015value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/tch> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/tch>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/tch>"
has host agent RDA 18.5,http://rdaregistry.info/Elements/e/P20016,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20016value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/hst> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20016value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/hst> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/hst>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/hst>"
has moderator agent RDA 18.5,http://rdaregistry.info/Elements/e/P20017,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20017value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/mod> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20017value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/mod> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/mod>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/mod>"
has puppeteer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20018,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20018value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/ppt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20018value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ppt> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ppt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ppt>"
has panelist agent RDA 18.5,http://rdaregistry.info/Elements/e/P20019,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20019value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/pan> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20019value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/pan> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/pan>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/pan>"
has instrumentalist agent RDA 18.5,http://rdaregistry.info/Elements/e/P20020,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20020value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/itr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20020value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/itr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/itr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/itr>"
has commentator agent RDA 18.5,http://rdaregistry.info/Elements/e/P20021,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20021value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20021value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmm>  ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cmm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cmm>"
has narrator agent RDA 18.5,http://rdaregistry.info/Elements/e/P20022,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20022value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/nrt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20022value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/nrt> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/nrt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/nrt>"
has storyteller agent RDA 18.5,http://rdaregistry.info/Elements/e/P20023,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20023value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/stl> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20023value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/stl> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/stl>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/stl>"
has speaker agent RDA 18.5,http://rdaregistry.info/Elements/e/P20024,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20024value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/spk> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20024value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/spk> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/spk>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/spk>"
has singer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20025,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20025value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/sng> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20025value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/sng> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/sng>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/sng>"
has composer of expression RDA 18.5,http://rdaregistry.info/Elements/e/P20026,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20026value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmp> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20026value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmp> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cmp>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cmp>"
has animator agent RDA 18.5,http://rdaregistry.info/Elements/e/P20028,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20028value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/anm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20028value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/anm> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/anm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/anm>"
has arranger agent of music RDA 18.5,http://rdaregistry.info/Elements/e/P20029,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20029value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/arr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20029value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/arr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/arr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/arr>"
has writer of added text RDA 18.5,http://rdaregistry.info/Elements/e/P20030,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20030value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/wat> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20030value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/wat> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/wat>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/wat>"
has stage director agent RDA 18.5,http://rdaregistry.info/Elements/e/P20031,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20031value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/sgd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20031value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/sgd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/sgd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/sgd>"
has interviewer agent of expression RDA 18.5,http://rdaregistry.info/Elements/e/P20032,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20032value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/ivr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20032value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ivr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ivr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ivr>"
has draftsman agent RDA 18.5,http://rdaregistry.info/Elements/e/P20033,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20033value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/drm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20033value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/drm> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/drm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/drm>"
has transcriber agent RDA 18.5,http://rdaregistry.info/Elements/e/P20034,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20034value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/trc> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20034value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/trc> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/trc>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/trc>"
has musical director agent RDA 18.5,http://rdaregistry.info/Elements/e/P20035,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20035value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/msd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20035value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/msd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/msd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/msd>"
has costume designer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20036,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20036value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cst> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20036value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cst> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cst>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cst>"
has translator agent RDA 18.5,http://rdaregistry.info/Elements/e/P20037,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20037value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/trl> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20037value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/trl> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/trl>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/trl>"
has art director agent RDA 18.5,http://rdaregistry.info/Elements/e/P20038,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20038value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/adi> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20038value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/adi> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/adi>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/adi>"
has performer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20039,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20039value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/prf> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20039value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/prf> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prf>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prf>"
has court reporter agent RDA 18.5,http://rdaregistry.info/Elements/e/P20040,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20040value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/crt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20040value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/crt> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/crt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/crt>"
has writer of preface RDA 18.5,http://rdaregistry.info/Elements/e/P20041,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20041value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/wpr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20041value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/wpr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/wpr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/wpr>"
has writer of added commentary RDA 18.5,http://rdaregistry.info/Elements/e/P20044,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20044value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/wac> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20044value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/wac> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/wac>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/wac>"
has writer of introduction RDA 18.5,http://rdaregistry.info/Elements/e/P20045,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20045value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/win> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20045value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/win> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/win>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/win>"
has writer of supplementary textual content RDA 18.5,http://rdaregistry.info/Elements/e/P20046,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20046value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/wst> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20046value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/wst> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/wst>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/wst>"
has interviewee agent of expression RDA 18.5,http://rdaregistry.info/Elements/e/P20047,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20047value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/ive> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20047value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ive> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ive>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ive>"
has abridger agent RDA 18.5,http://rdaregistry.info/Elements/e/P20049,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20049value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/abr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20049value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/abr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/abr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/abr>"
has recording engineer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20050,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20050value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/rce> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20050value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/rce> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/rce>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/rce>"
has illustrator RDA 18.5,http://rdaregistry.info/Elements/e/P20051,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20051value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/ill> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20051value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ill> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ill>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ill>"
has recordist agent RDA 18.5,http://rdaregistry.info/Elements/e/P20052,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20052value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/rcd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20052value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/rcd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/rcd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/rcd>"
has creator agent of expression RDA 20.2,http://rdaregistry.info/Elements/e/P20053,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20053value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20053value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cre>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cre>"
has presenter agent RDA 18.5,http://rdaregistry.info/Elements/e/P20054,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20054value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/pre> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20054value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/pre> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/pre>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/pre>"
has editor agent of moving image work RDA 18.5,http://rdaregistry.info/Elements/e/P20055,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20055value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/edm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20055value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/edm> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/edm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/edm>"
has production designer agent RDA 18.5,http://rdaregistry.info/Elements/e/P20056,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20056value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/prs> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20056value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/prs> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prs>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prs>"
has minute taker agent RDA 18.5,http://rdaregistry.info/Elements/e/P20058,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20058value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/mtk> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20058value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/mtk> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/mtk>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/mtk>"
